rep	pgRNA_target	mean_expected_cs	mean_observed_cs	mean_gi_score	target_type	p_val	fdr
Day05_RepA_early	A2M_PZP	0.36013948499945836	-4.411173814523322	-4.074085053941114	gene_gene	7.38672585607922e-4	0.06916661483419634
Day05_RepA_early	AADACL3_AADACL4	-3.1234452958391103	-2.3179923623813545	-0.2979167789976097	gene_gene	0.7146279898058456	0.8659609758823776
Day05_RepA_early	AADAC_AADACL2	-0.45633107494326275	-2.631101449218462	-1.8995600543420432	gene_gene	0.14100857827454058	0.4173529759275195
Day05_RepA_early	ABCC1_ABCC3	-0.8430452067611237	-0.4998815019114666	0.4184889294277672	gene_gene	0.6223982160183574	0.8173082925851894
Day05_RepA_early	ABCC8_ABCC9	-0.4762929617712568	-1.0520236996261543	-0.31083833320795984	gene_gene	0.6265240057949442	0.8173082925851894
Day05_RepA_early	ABCD1_ABCD2	-0.9647525033779021	-2.3955103226534322	-1.4183407549844291	gene_gene	0.15177209082447257	0.436662719411192
Day05_RepA_early	ABCG1_ABCG4	-4.27567165547526	-1.0710402416120324	1.5056980619726608	gene_gene	0.11899663290496057	0.38664521101611793
Day05_RepA_early	ABHD4_ABHD5	-1.6715719222807528	-1.885536705357488	-0.5668890790355294	gene_gene	0.46886680812443593	0.7285940683380221
Day05_RepA_early	ABI1_ABI2	-1.7480599011945537	-1.372558555296094	-0.016958114929614868	gene_gene	0.9835696171966741	0.9988949662123323
Day05_RepA_early	ABL1_ABL2	-2.1009552997704795	-0.7428177342112403	0.7832732620037489	gene_gene	0.4343129384427924	0.7157477225537219
Day05_RepA_early	ABTB2_BTBD11	-3.290888980647334	-3.7288890531751093	-1.6279182044762663	gene_gene	0.06857284038772954	0.3064668247522137
Day05_RepA_early	ACACA_ACACB	-2.0110218099428443	-0.2884223267303408	1.1942200704607342	gene_gene	0.028960539382712237	0.22635855458388374
Day05_RepA_early	ACO1_IREB2	-4.820532621483396	-0.11186944285435438	2.728101675127315	gene_gene	0.006122606899878069	0.14665779318312583
Day05_RepA_early	ACSL3_ACSL4	-1.227671961033811	-0.7791766627559188	0.32501435279830104	gene_gene	0.7656689316335379	0.8941485256037914
Day05_RepA_early	ACTA2_ACTG2	-1.6668571904343632	-1.3073576220331302	0.009012226634567827	gene_gene	0.9891969568316301	0.9988949662123323
Day05_RepA_early	ACTL6A_ACTL6B	-3.671569338628888	-1.1747877288733617	1.1100971240737436	gene_gene	0.18719906474848133	0.4844598911832557
Day05_RepA_early	ACTL7A_ACTL7B	-0.5673797260866128	-0.04605489778409039	0.7391362367490604	gene_gene	0.4669620082775948	0.7285940683380221
Day05_RepA_early	ACTRT1_ACTRT2	-0.19052196493018259	0.17276180590951717	0.775885706257518	gene_gene	0.35553165079742244	0.6447140850727907
Day05_RepA_early	ACVR1_ACVRL1	-1.3384205943210208	-2.3826352318599433	-1.2249394210468618	gene_gene	0.2534724143363401	0.5555459028028821
Day05_RepA_early	ACVR2A_ACVR2B	0.06574544863522759	-0.5918237385126628	-0.11250755558160278	gene_gene	0.8743329268205507	0.9539861383741179
Day05_RepA_early	ADAMTS10_ADAMTS6	-3.332819860198811	-1.0564059984238547	1.064822464828186	gene_gene	0.22030116582358772	0.5168797284699211
Day05_RepA_early	ADAMTS16_ADAMTS18	-2.9296257797551752	-0.9303033047505361	0.9961343418259089	gene_gene	0.32523404633898667	0.6165831589058549
Day05_RepA_early	ADAP1_ADAP2	-4.710771849816195	-3.1499086880015397	-0.36296511032619866	gene_gene	0.7267351517724951	0.8714053624280209
Day05_RepA_early	ADARB1_ADARB2	3.0286811442480266	1.6846269877133655	0.7324919368598204	gene_gene	0.43926604844191286	0.717110488709934
